country,role,level,min_eur,max_eur,range_eur
United Kingdom,Software Developer,sme,55,64,9
United Kingdom,Software Developer,st,72,85,13
United Kingdom,Software Developer,co,74,89,15
United Kingdom,Software Engineer,sme,55,73,18
United Kingdom,Software Engineer,st,61,78,17
United Kingdom,Software Engineer,co,87,106,19
United Kingdom,Software Engineering Manager,sme,66,76,10
United Kingdom,Software Engineering Manager,st,82,88,6
United Kingdom,Software Engineering Manager,co,111,120,9
United Kingdom,Solutions Analyst,sme,56,68,12
United Kingdom,Solutions Analyst,st,62,78,16
United Kingdom,Solutions Analyst,co,62,78,16
United Kingdom,Systems Architect,sme,64,72,8
United Kingdom,Systems Architect,st,64,76,12
United Kingdom,Systems Architect,co,112,131,19
United Kingdom,Systems Engineer,sme,64,78,14
United Kingdom,Systems Engineer,st,80,95,15
United Kingdom,Systems Engineer,co,83,99,16
United Kingdom,Test Automation Engineer,sme,45,56,11
United Kingdom,Test Automation Engineer,st,48,57,9
United Kingdom,Test Automation Engineer,co,58,64,6
